studyID,Study_no,ES_no,Title,FirstAuth,Pub_year,Pub_name,DOI,City,Country,Study_year,Study_class,Study_order,Study_spec,Conn_type,Conn_metric,Conn_buffer,Conn_feat,Conn_lcclass,r_metric,ni,n_type,NOTES,yi,vi,rcorr_type,City_clean,area_km2,lat,long,geog_region,biome_list,elevavg_m,Age_mean_m,Age_SD_mea,green_avg,green_km2,built_km2,pop_km2,absLat,prop_green,pop_dens,greenbuiltratio,area_km2_log,built_km2_log,green_km2_log,prop_green_log,pop_dens_log,r_metric_bin,connfeat_bin
Lizée_2012_5,5,1,Matrix configuration and patch isolation influences override the species–area relationship for urban butterfly communities,Lizée,2012,Landscape Ecology,10.1007/s10980-011-9651-x,Marseille,France,2008,insecta,lepidoptera,NA,structural,distance to natural area,1,proximity,dist-green,species richness,24,sites - parks,Results presented as log(). Table2,0.7752987062055836,0.04761904761904761,full,Marseille,255,43.30069617,5.407161707,Europe,"Mediterranean Forests, Woodlands, and Scrub",89.26444279,3.5,1.091947,0.387784379,253.56327,156.3828735,13.65246959846784,43.30069617,1.0056661597714842,3331.589765882353,1.5824825317301006,5.545177444479562,5.058681521295728,5.539549410201503,0.6959762548385545,8.111504988188914,species richness,proximity
Lizée_2012_5,5,2,Matrix configuration and patch isolation influences override the species–area relationship for urban butterfly communities,Lizée,2012,Landscape Ecology,10.1007/s10980-011-9651-x,Marseille,France,2008,insecta,lepidoptera,NA,structural,distance to natural area,1,proximity,dist-green,abundance,24,sites - parks,Results presented as log(). Table2,0.42364893019360184,0.04761904761904761,full,Marseille,255,43.30069617,5.407161707,Europe,"Mediterranean Forests, Woodlands, and Scrub",89.26444279,3.5,1.091947,0.387784379,253.56327,156.3828735,13.65246959846784,43.30069617,1.0056661597714842,3331.589765882353,1.5824825317301006,5.545177444479562,5.058681521295728,5.539549410201503,0.6959762548385545,8.111504988188914,abundance,proximity
Lizée_2012_5,5,3,Matrix configuration and patch isolation influences override the species–area relationship for urban butterfly communities,Lizée,2012,Landscape Ecology,10.1007/s10980-011-9651-x,Marseille,France,2008,insecta,lepidoptera,NA,structural,aggregation index of greenspace,1,adjacency,green,species richness,24,sites - parks,Results presented as log(). Table2,0.8479557552189635,0.04761904761904761,full,Marseille,255,43.30069617,5.407161707,Europe,"Mediterranean Forests, Woodlands, and Scrub",89.26444279,3.5,1.091947,0.387784379,253.56327,156.3828735,13.65246959846784,43.30069617,1.0056661597714842,3331.589765882353,1.5824825317301006,5.545177444479562,5.058681521295728,5.539549410201503,0.6959762548385545,8.111504988188914,species richness,adjacency
Lizée_2012_5,5,4,Matrix configuration and patch isolation influences override the species–area relationship for urban butterfly communities,Lizée,2012,Landscape Ecology,10.1007/s10980-011-9651-x,Marseille,France,2008,insecta,lepidoptera,NA,structural,aggregation index of greenspace,1,adjacency,green,abundance,24,sites - parks,Results presented as log(). Table2,0.5493061443340549,0.04761904761904761,full,Marseille,255,43.30069617,5.407161707,Europe,"Mediterranean Forests, Woodlands, and Scrub",89.26444279,3.5,1.091947,0.387784379,253.56327,156.3828735,13.65246959846784,43.30069617,1.0056661597714842,3331.589765882353,1.5824825317301006,5.545177444479562,5.058681521295728,5.539549410201503,0.6959762548385545,8.111504988188914,abundance,adjacency
Lizée_2012_5,5,5,Matrix configuration and patch isolation influences override the species–area relationship for urban butterfly communities,Lizée,2012,Landscape Ecology,10.1007/s10980-011-9651-x,Marseille,France,2008,insecta,lepidoptera,NA,structural,aggregation index of builtup,1,adjacency,grey,species richness,24,sites - parks,Results presented as log(). Table2,0.8107431254751375,0.04761904761904761,full,Marseille,255,43.30069617,5.407161707,Europe,"Mediterranean Forests, Woodlands, and Scrub",89.26444279,3.5,1.091947,0.387784379,253.56327,156.3828735,13.65246959846784,43.30069617,1.0056661597714842,3331.589765882353,1.5824825317301006,5.545177444479562,5.058681521295728,5.539549410201503,0.6959762548385545,8.111504988188914,species richness,adjacency
Lizée_2012_5,5,6,Matrix configuration and patch isolation influences override the species–area relationship for urban butterfly communities,Lizée,2012,Landscape Ecology,10.1007/s10980-011-9651-x,Marseille,France,2008,insecta,lepidoptera,NA,structural,aggregation index of builtup,1,adjacency,grey,abundance,24,sites - parks,Results presented as log(). Table2,0.8107431254751375,0.04761904761904761,full,Marseille,255,43.30069617,5.407161707,Europe,"Mediterranean Forests, Woodlands, and Scrub",89.26444279,3.5,1.091947,0.387784379,253.56327,156.3828735,13.65246959846784,43.30069617,1.0056661597714842,3331.589765882353,1.5824825317301006,5.545177444479562,5.058681521295728,5.539549410201503,0.6959762548385545,8.111504988188914,abundance,adjacency
Lizée_2012_5,5,7,Matrix configuration and patch isolation influences override the species–area relationship for urban butterfly communities,Lizée,2012,Landscape Ecology,10.1007/s10980-011-9651-x,Marseille,France,2008,insecta,lepidoptera,NA,structural,proportion impervious in buffer,1,area,grey,species richness,24,sites - parks,Results presented as log(). Table2,0.9729550745276566,0.04761904761904761,full,Marseille,255,43.30069617,5.407161707,Europe,"Mediterranean Forests, Woodlands, and Scrub",89.26444279,3.5,1.091947,0.387784379,253.56327,156.3828735,13.65246959846784,43.30069617,1.0056661597714842,3331.589765882353,1.5824825317301006,5.545177444479562,5.058681521295728,5.539549410201503,0.6959762548385545,8.111504988188914,species richness,area
Lizée_2012_5,5,8,Matrix configuration and patch isolation influences override the species–area relationship for urban butterfly communities,Lizée,2012,Landscape Ecology,10.1007/s10980-011-9651-x,Marseille,France,2008,insecta,lepidoptera,NA,structural,proportion impervious in buffer,1,area,grey,abundance,24,sites - parks,Results presented as log(). Table2,0.7752987062055836,0.04761904761904761,full,Marseille,255,43.30069617,5.407161707,Europe,"Mediterranean Forests, Woodlands, and Scrub",89.26444279,3.5,1.091947,0.387784379,253.56327,156.3828735,13.65246959846784,43.30069617,1.0056661597714842,3331.589765882353,1.5824825317301006,5.545177444479562,5.058681521295728,5.539549410201503,0.6959762548385545,8.111504988188914,abundance,area
Lizée_2012_5,5,9,Matrix configuration and patch isolation influences override the species–area relationship for urban butterfly communities,Lizée,2012,Landscape Ecology,10.1007/s10980-011-9651-x,Marseille,France,2008,insecta,lepidoptera,NA,structural,proportion greenspace in buffer,1,area,green,species richness,24,sites - parks,Results presented as log(). Table2,0.8871838632580928,0.04761904761904761,full,Marseille,255,43.30069617,5.407161707,Europe,"Mediterranean Forests, Woodlands, and Scrub",89.26444279,3.5,1.091947,0.387784379,253.56327,156.3828735,13.65246959846784,43.30069617,1.0056661597714842,3331.589765882353,1.5824825317301006,5.545177444479562,5.058681521295728,5.539549410201503,0.6959762548385545,8.111504988188914,species richness,area
Lizée_2012_5,5,10,Matrix configuration and patch isolation influences override the species–area relationship for urban butterfly communities,Lizée,2012,Landscape Ecology,10.1007/s10980-011-9651-x,Marseille,France,2008,insecta,lepidoptera,NA,structural,proportion greenspace in buffer,1,area,green,abundance,24,sites - parks,Results presented as log(). Table2,0.632833186665638,0.04761904761904761,full,Marseille,255,43.30069617,5.407161707,Europe,"Mediterranean Forests, Woodlands, and Scrub",89.26444279,3.5,1.091947,0.387784379,253.56327,156.3828735,13.65246959846784,43.30069617,1.0056661597714842,3331.589765882353,1.5824825317301006,5.545177444479562,5.058681521295728,5.539549410201503,0.6959762548385545,8.111504988188914,abundance,area
Oliver_2011_9,9,11,"Avifauna richness enhanced in large, isolated urban parks",Oliver,2011,Landscape and Urban Planning,10.1016/j.landurbplan.2011.04.007,St. Louis,United States,1999,aves,NA,breeding birds,structural,area developed in buffer,1,area,grey,species richness,20,sites - parks,"No extractable data from the models, using pearson correlations instead.",-0.3428282544153939,0.0588235294117647,full,St. Louis,899,38.64866335,-90.29516847,Northern America,"Temperate Grasslands, Savannas, and Shrublands",159.021037,3.583333,0.931096,0.450198824,896.4889138,618.8909302,13.76406332899256,38.64866335,1.0028010231485809,1056.5659325917686,1.3702331385126283,6.802394763324311,6.429543543531311,6.799600767974166,0.6945467123326098,6.963725256581411,species richness,area
Oliver_2011_9,9,12,"Avifauna richness enhanced in large, isolated urban parks",Oliver,2011,Landscape and Urban Planning,10.1016/j.landurbplan.2011.04.007,St. Louis,United States,1999,aves,NA,migratory birds,structural,area developed in buffer,1,area,grey,species richness,20,sites - parks,"No extractable data from the models, using pearson correlations instead.",-0.6183813135744636,0.0588235294117647,full,St. Louis,899,38.64866335,-90.29516847,Northern America,"Temperate Grasslands, Savannas, and Shrublands",159.021037,3.583333,0.931096,0.450198824,896.4889138,618.8909302,13.76406332899256,38.64866335,1.0028010231485809,1056.5659325917686,1.3702331385126283,6.802394763324311,6.429543543531311,6.799600767974166,0.6945467123326098,6.963725256581411,species richness,area
Oliver_2011_9,9,13,"Avifauna richness enhanced in large, isolated urban parks",Oliver,2011,Landscape and Urban Planning,10.1016/j.landurbplan.2011.04.007,St. Louis,United States,1999,aves,NA,wintering birds,structural,area developed in buffer,1,area,grey,species richness,20,sites - parks,"No extractable data from the models, using pearson correlations instead.",-0.5100703366133073,0.0588235294117647,full,St. Louis,899,38.64866335,-90.29516847,Northern America,"Temperate Grasslands, Savannas, and Shrublands",159.021037,3.583333,0.931096,0.450198824,896.4889138,618.8909302,13.76406332899256,38.64866335,1.0028010231485809,1056.5659325917686,1.3702331385126283,6.802394763324311,6.429543543531311,6.799600767974166,0.6945467123326098,6.963725256581411,species richness,area
Oliver_2011_9,9,14,"Avifauna richness enhanced in large, isolated urban parks",Oliver,2011,Landscape and Urban Planning,10.1016/j.landurbplan.2011.04.007,St. Louis,United States,1999,aves,NA,breeding birds,structural,area developed in buffer,5,area,grey,species richness,20,sites - parks,"No extractable data from the models, using pearson correlations instead.",-0.497311287572031,0.0588235294117647,full,St. Louis,899,38.64866335,-90.29516847,Northern America,"Temperate Grasslands, Savannas, and Shrublands",159.021037,3.583333,0.931096,0.450198824,896.4889138,618.8909302,13.76406332899256,38.64866335,1.0028010231485809,1056.5659325917686,1.3702331385126283,6.802394763324311,6.429543543531311,6.799600767974166,0.6945467123326098,6.963725256581411,species richness,area
Oliver_2011_9,9,15,"Avifauna richness enhanced in large, isolated urban parks",Oliver,2011,Landscape and Urban Planning,10.1016/j.landurbplan.2011.04.007,St. Louis,United States,1999,aves,NA,migratory birds,structural,area developed in buffer,5,area,grey,species richness,20,sites - parks,"No extractable data from the models, using pearson correlations instead.",-0.5901451598411885,0.0588235294117647,full,St. Louis,899,38.64866335,-90.29516847,Northern America,"Temperate Grasslands, Savannas, and Shrublands",159.021037,3.583333,0.931096,0.450198824,896.4889138,618.8909302,13.76406332899256,38.64866335,1.0028010231485809,1056.5659325917686,1.3702331385126283,6.802394763324311,6.429543543531311,6.799600767974166,0.6945467123326098,6.963725256581411,species richness,area
Oliver_2011_9,9,16,"Avifauna richness enhanced in large, isolated urban parks",Oliver,2011,Landscape and Urban Planning,10.1016/j.landurbplan.2011.04.007,St. Louis,United States,1999,aves,NA,wintering birds,structural,area developed in buffer,5,area,grey,species richness,20,sites - parks,"No extractable data from the models, using pearson correlations instead.",-0.6183813135744636,0.0588235294117647,full,St. Louis,899,38.64866335,-90.29516847,Northern America,"Temperate Grasslands, Savannas, and Shrublands",159.021037,3.583333,0.931096,0.450198824,896.4889138,618.8909302,13.76406332899256,38.64866335,1.0028010231485809,1056.5659325917686,1.3702331385126283,6.802394763324311,6.429543543531311,6.799600767974166,0.6945467123326098,6.963725256581411,species richness,area
Oliver_2011_9,9,17,"Avifauna richness enhanced in large, isolated urban parks",Oliver,2011,Landscape and Urban Planning,10.1016/j.landurbplan.2011.04.007,St. Louis,United States,1999,aves,NA,breeding birds,structural,area developed in patch,NA,area,grey,species richness,20,sites - parks,"No extractable data from the models, using pearson correlations instead.",-0.4356112232362244,0.0588235294117647,full,St. Louis,899,38.64866335,-90.29516847,Northern America,"Temperate Grasslands, Savannas, and Shrublands",159.021037,3.583333,0.931096,0.450198824,896.4889138,618.8909302,13.76406332899256,38.64866335,1.0028010231485809,1056.5659325917686,1.3702331385126283,6.802394763324311,6.429543543531311,6.799600767974166,0.6945467123326098,6.963725256581411,species richness,area
Oliver_2011_9,9,18,"Avifauna richness enhanced in large, isolated urban parks",Oliver,2011,Landscape and Urban Planning,10.1016/j.landurbplan.2011.04.007,St. Louis,United States,1999,aves,NA,migratory birds,structural,area developed in patch,NA,area,grey,species richness,20,sites - parks,"No extractable data from the models, using pearson correlations instead.",-0.8871838632580928,0.0588235294117647,full,St. Louis,899,38.64866335,-90.29516847,Northern America,"Temperate Grasslands, Savannas, and Shrublands",159.021037,3.583333,0.931096,0.450198824,896.4889138,618.8909302,13.76406332899256,38.64866335,1.0028010231485809,1056.5659325917686,1.3702331385126283,6.802394763324311,6.429543543531311,6.799600767974166,0.6945467123326098,6.963725256581411,species richness,area
Oliver_2011_9,9,19,"Avifauna richness enhanced in large, isolated urban parks",Oliver,2011,Landscape and Urban Planning,10.1016/j.landurbplan.2011.04.007,St. Louis,United States,1999,aves,NA,wintering birds,structural,area developed in patch,NA,area,grey,species richness,20,sites - parks,"No extractable data from the models, using pearson correlations instead.",-0.6776660677579618,0.0588235294117647,full,St. Louis,899,38.64866335,-90.29516847,Northern America,"Temperate Grasslands, Savannas, and Shrublands",159.021037,3.583333,0.931096,0.450198824,896.4889138,618.8909302,13.76406332899256,38.64866335,1.0028010231485809,1056.5659325917686,1.3702331385126283,6.802394763324311,6.429543543531311,6.799600767974166,0.6945467123326098,6.963725256581411,species richness,area
Öckinger_2009_12,12,20,The importance of fragmentation and habitat quality of urban grasslands for butterfly diversity,Öckinger,2009,Landscape and Urban Planning,10.1016/j.landurbplan.2009.05.021,Malmo,Sweden,2006,insecta,lepidoptera,NA,structural,proportion green in buffer,1,area,green,species richness,20,sites - samples,extracted from figure3,0.3205454093019461,0.0588235294117647,full,Malmo,90,55.59550083,13.00774691,Europe,Temperate Broadleaf and Mixed Forests,9.364025537,4.489583,1.871282,0.410079439,89.58729056,57.6969986,12.336729259936646,55.59550083,1.0046067855989416,2532.380888888889,1.4769384792752096,4.51085950651685,4.072388594351339,4.506313922413961,0.6954479246168382,7.837310009359947,species richness,area
Calder_2015_14,14,21,"Urban land use does not limit weaver bird movements between wetlands in Cape Town, South Africa",Calder,2015,Biological Conservation,10.1016/j.biocon.2015.04.021,Cape Town,South Africa,2007,aves,passeriformes,ploceidae,structural,mean inverse patch distance,NA,mean proximity,prox,movement,42,sites - wetland,"Conn Movement INTO patch. Tagged and released for reobservation, proximity index based on Esselstyn et al. 2004. High values indicate more connectivity, low values indicate isolation.",0.632833186665638,0.02564102564102564,full,Cape Town,697,-33.94764796,18.57842297,Africa,"Mediterranean Forests, Woodlands, and Scrub",48.37129891,2.9,0.729381,0.36211131,695.4209141,377.8912048,14.71600186891258,33.94764796,1.0022706908405876,3530.5750903873745,1.7916793392907435,6.548219102762372,5.937249105298029,6.545954239177726,0.694281881963036,8.169499251652052,movement,proximity
Calder_2015_14,14,22,"Urban land use does not limit weaver bird movements between wetlands in Cape Town, South Africa",Calder,2015,Biological Conservation,10.1016/j.biocon.2015.04.021,Cape Town,South Africa,2007,aves,passeriformes,ploceidae,structural,mean inverse patch distance,NA,mean proximity,prox,movement,42,sites - wetland,"Conn Movement OUT of patch. Tagged and released for reobservation, proximity index based on Esselstyn et al. 2004. High values indicate more connectivity, low values indicate isolation.",0.6931471805599453,0.02564102564102564,full,Cape Town,697,-33.94764796,18.57842297,Africa,"Mediterranean Forests, Woodlands, and Scrub",48.37129891,2.9,0.729381,0.36211131,695.4209141,377.8912048,14.71600186891258,33.94764796,1.0022706908405876,3530.5750903873745,1.7916793392907435,6.548219102762372,5.937249105298029,6.545954239177726,0.694281881963036,8.169499251652052,movement,proximity
App_2022_25,25,23,Making the case for gardens: Estimating the contribution of urban gardens to habitat provision and connectivity based on hedgehogs (Erinaceus europaeus),App,2022,Landscape and Urban Planning,10.1016/j.landurbplan.2021.104347,Braunschweig,Germany,2020,mammalia,eulipotyphla,european hedgehog,functional,current flow,NA,permeability,perm,occurrence,86,sites - gardens,correlation coefficient calculated from means and standard deviations in figure 6.,0.2554128118829953,0.01204819277108433,full,Brunswick,76,52.26976525,10.52497596,Europe,Temperate Broadleaf and Mixed Forests,77.53737842,4.69697,1.178442,0.508714406,76.1993947,46.99978638,12.104112858611687,52.26976525,0.9973832508672146,2376.4759631578945,1.6212710858708377,4.343805421853684,3.871196560481321,4.346391616326417,0.6918379493242386,7.77379468423506,occurrence,permeability
Balbi_2021_26,26,24,Least‐cost path analysis for urban greenways planning: A test with moths and birds across two habitats and two cities,Balbi,2021,Journal of Applied Ecology,10.1111/1365-2664.13800,Rennes,France,2016,insecta,lepidoptera,NA,functional,least-cost path,NA,permeability,perm,abundance,6,sites - sampled,correlation coefficient calculated from means and standard deviations from appendix figure 2.,1.221173517684602,0.3333333333333333,full,Rennes,65,48.11255158,-1.663433216,Europe,Temperate Broadleaf and Mixed Forests,43.0698595,3.198718,1.131598,0.481633394,64.61832741,47.6254921,12.33522696196803,48.11255158,1.005906568698046,3501.109852307693,1.3568012541333931,4.189654742026425,3.884147922195884,4.183855038180369,0.6960961125318444,8.161120880802617,abundance,permeability
Hyseni_2021_27,27,25,The importance of blue and green landscape connectivity for biodiversity in urban ponds,Hyseni,2021,Basic and Applied Ecology,10.1016/j.baae.2021.10.004,Stockholm,Sweden,2019,insecta,NA,NA,functional,inverse resistance distance,NA,permeability,perm,species richness,21,sites - ponds,Might have to inverse the relationship for comparisons; ponds surrounded by proportion artificial in 250m buffer = 39.3 [24-52.4] median +25-75%,0.5360603366105666,0.05555555555555555,full,Stockholm,361,59.33157275,18.00055029,Europe,Temperate Broadleaf and Mixed Forests,29.87306928,2.944444,0.962945,0.498513336,362.103612,157.8506622,14.081772761739725,59.33157275,0.996952220404805,3615.169556786704,2.2939632115144843,5.8916442118257715,5.067964529419458,5.8946882260436295,0.6916221284613276,8.19317061111702,species richness,permeability
Hyseni_2021_27,27,26,The importance of blue and green landscape connectivity for biodiversity in urban ponds,Hyseni,2021,Basic and Applied Ecology,10.1016/j.baae.2021.10.004,Stockholm,Sweden,2019,insecta,NA,NA,functional,inverse resistance distance,NA,permeability,perm,species richness,18,sites - ponds,Might have to inverse the relationship for comparisons; ponds surrounded by proportion artificial in 250m buffer = 4.6 [1.4-8.4] median +25-75%,-0.2027325540540822,0.06666666666666667,full,Stockholm,361,59.33157275,18.00055029,Europe,Temperate Broadleaf and Mixed Forests,29.87306928,2.944444,0.962945,0.498513336,362.103612,157.8506622,14.081772761739725,59.33157275,0.996952220404805,3615.169556786704,2.2939632115144843,5.8916442118257715,5.067964529419458,5.8946882260436295,0.6916221284613276,8.19317061111702,species richness,permeability
Hyseni_2021_27,27,27,The importance of blue and green landscape connectivity for biodiversity in urban ponds,Hyseni,2021,Basic and Applied Ecology,10.1016/j.baae.2021.10.004,Stockholm,Sweden,2019,insecta,NA,NA,functional,inverse resistance distance,NA,permeability,perm,species richness,28,sites - ponds,Might have to inverse the relationship for comparisons; ponds surrounded by proportion artificial in 250m buffer = 10.4 [5.8-16] median +25-75%,0.42364893019360184,0.04,full,Stockholm,361,59.33157275,18.00055029,Europe,Temperate Broadleaf and Mixed Forests,29.87306928,2.944444,0.962945,0.498513336,362.103612,157.8506622,14.081772761739725,59.33157275,0.996952220404805,3615.169556786704,2.2939632115144843,5.8916442118257715,5.067964529419458,5.8946882260436295,0.6916221284613276,8.19317061111702,species richness,permeability
Hyseni_2021_27,27,28,The importance of blue and green landscape connectivity for biodiversity in urban ponds,Hyseni,2021,Basic and Applied Ecology,10.1016/j.baae.2021.10.004,Stockholm,Sweden,2019,insecta,NA,NA,functional,inverse resistance distance,NA,permeability,perm,pielou evenness,21,sites - ponds,Might have to inverse the relationship for comparisons; ponds surrounded by proportion artificial in 250m buffer = 39.3 [24-52.4] median +25-75%,0,0.05555555555555555,full,Stockholm,361,59.33157275,18.00055029,Europe,Temperate Broadleaf and Mixed Forests,29.87306928,2.944444,0.962945,0.498513336,362.103612,157.8506622,14.081772761739725,59.33157275,0.996952220404805,3615.169556786704,2.2939632115144843,5.8916442118257715,5.067964529419458,5.8946882260436295,0.6916221284613276,8.19317061111702,diversity indices,permeability
Hyseni_2021_27,27,29,The importance of blue and green landscape connectivity for biodiversity in urban ponds,Hyseni,2021,Basic and Applied Ecology,10.1016/j.baae.2021.10.004,Stockholm,Sweden,2019,insecta,NA,NA,functional,inverse resistance distance,NA,permeability,perm,pielou evenness,18,sites - ponds,Might have to inverse the relationship for comparisons; ponds surrounded by proportion artificial in 250m buffer = 4.6 [1.4-8.4] median +25-75%,0.08017132503758968,0.06666666666666667,full,Stockholm,361,59.33157275,18.00055029,Europe,Temperate Broadleaf and Mixed Forests,29.87306928,2.944444,0.962945,0.498513336,362.103612,157.8506622,14.081772761739725,59.33157275,0.996952220404805,3615.169556786704,2.2939632115144843,5.8916442118257715,5.067964529419458,5.8946882260436295,0.6916221284613276,8.19317061111702,diversity indices,permeability
Hyseni_2021_27,27,30,The importance of blue and green landscape connectivity for biodiversity in urban ponds,Hyseni,2021,Basic and Applied Ecology,10.1016/j.baae.2021.10.004,Stockholm,Sweden,2019,insecta,NA,NA,functional,inverse resistance distance,NA,permeability,perm,pielou evenness,28,sites - ponds,Might have to inverse the relationship for comparisons; ponds surrounded by proportion artificial in 250m buffer = 10.4 [5.8-16] median +25-75%,0.29856626366017835,0.04,full,Stockholm,361,59.33157275,18.00055029,Europe,Temperate Broadleaf and Mixed Forests,29.87306928,2.944444,0.962945,0.498513336,362.103612,157.8506622,14.081772761739725,59.33157275,0.996952220404805,3615.169556786704,2.2939632115144843,5.8916442118257715,5.067964529419458,5.8946882260436295,0.6916221284613276,8.19317061111702,diversity indices,permeability
Loss_2009_28,28,31,"Relationships between avian diversity, neighborhood age, income, and environmental characteristics of an urban landscape",Loss,2009,Biological Conservation,10.1016/j.biocon.2009.06.004,Chicago,United States,2005,aves,NA,NA,structural,proportion green in patch,NA,area,green,species richness,42,sites - patch,"data extracted from figure2, reported as proportion undeveloped in patch",0.3654437542713961,0.02564102564102564,full,Chicago,3830,41.79396274,-87.82253727,Northern America,"Temperate Grasslands, Savannas, and Shrublands",203.6429394,4.024691,0.754475,0.463449665,3823.861992,2681.442383,15.748309353799534,41.79396274,1.001605185546142,1803.8690817232375,1.3606912512351108,8.25088114470065,7.894482995429819,8.249277665086844,0.6939494514276642,7.498243337235235,species richness,area
Loss_2009_28,28,32,"Relationships between avian diversity, neighborhood age, income, and environmental characteristics of an urban landscape",Loss,2009,Biological Conservation,10.1016/j.biocon.2009.06.004,Chicago,United States,2005,aves,NA,NA,structural,mean distance to patches >1km,NA,mean proximity,dist,species richness,42,sites - patch,"data extracted from figure2, connectivity metric distance to natural areas",0.3884230997182962,0.02564102564102564,full,Chicago,3830,41.79396274,-87.82253727,Northern America,"Temperate Grasslands, Savannas, and Shrublands",203.6429394,4.024691,0.754475,0.463449665,3823.861992,2681.442383,15.748309353799534,41.79396274,1.001605185546142,1803.8690817232375,1.3606912512351108,8.25088114470065,7.894482995429819,8.249277665086844,0.6939494514276642,7.498243337235235,species richness,proximity
Melo_2021_29,29,33,Influence of Urban Landscape on Ants and Spiders Richness and Composition in Forests,Melo,2021,Neotropical Entomology,10.1007/s13744-020-00824-4,Salvador,Brazil,2012,arachnida,araneae,NA,structural,mean euclidean nearest neighbour distance,2.25,mean proximity,dist,species richness,14,sites - patch,data extracted from figure 4,0.8871838632580928,0.09090909090909093,full,Salvador,308,-12.92433867,-38.42545334,Latin America and the Caribbean,Tropical and Subtropical Moist Broadleaf Forests,37.76666144,5.444444,1.276021,0.372622884,306.6928423,101.3967514,14.778142767754591,12.92433867,1.0042621069673396,8501.880071428572,2.912628995176773,5.733341276897746,4.6288549874927964,5.729102020113982,0.6952759665699736,9.048160217020603,species richness,proximity
Melo_2021_29,29,34,Influence of Urban Landscape on Ants and Spiders Richness and Composition in Forests,Melo,2021,Neotropical Entomology,10.1007/s13744-020-00824-4,Salvador,Brazil,2012,arachnida,araneae,NA,structural,landscape forest proportion,2.25,area,green,species richness,14,sites - patch,data extracted from figure 4,1.221173517684602,0.09090909090909093,full,Salvador,308,-12.92433867,-38.42545334,Latin America and the Caribbean,Tropical and Subtropical Moist Broadleaf Forests,37.76666144,5.444444,1.276021,0.372622884,306.6928423,101.3967514,14.778142767754591,12.92433867,1.0042621069673396,8501.880071428572,2.912628995176773,5.733341276897746,4.6288549874927964,5.729102020113982,0.6952759665699736,9.048160217020603,species richness,area
Melo_2021_29,29,35,Influence of Urban Landscape on Ants and Spiders Richness and Composition in Forests,Melo,2021,Neotropical Entomology,10.1007/s13744-020-00824-4,Salvador,Brazil,2012,arachnida,araneae,NA,structural,mean euclidean nearest neighbour distance,2,mean proximity,dist,functional diversity,14,sites - patch,data extracted from figure 4,0.7928136318701909,0.09090909090909093,full,Salvador,308,-12.92433867,-38.42545334,Latin America and the Caribbean,Tropical and Subtropical Moist Broadleaf Forests,37.76666144,5.444444,1.276021,0.372622884,306.6928423,101.3967514,14.778142767754591,12.92433867,1.0042621069673396,8501.880071428572,2.912628995176773,5.733341276897746,4.6288549874927964,5.729102020113982,0.6952759665699736,9.048160217020603,functional diversity,proximity
Turrini_2015_30,30,36,A landscape ecology approach identifies important drivers of urban biodiversity,Turrini,2015,Global Change Biology,10.1111/gcb.12825,Zurich,Switzerland,2011,insecta,hemiptera,heteroptera,potential,incidence function measure,0.1,proximity-weighted area,green,species richness,31,sites - birch trees,data from figure 1g; Hanski index,0.42364893019360184,0.03571428571428571,full,Zurich,257,47.35646431,8.561740229,Europe,Temperate Broadleaf and Mixed Forests,453.4172519,3.611111,1.075449,0.518638623,256.8755637,113.9977036,13.33071631950071,47.35646431,1.0004844224892693,2396.198041245136,2.1811719401139427,5.552959584921617,4.744912159468221,5.552477157331828,0.6933893624761722,7.782055851482552,species richness,potential
Turrini_2015_30,30,37,A landscape ecology approach identifies important drivers of urban biodiversity,Turrini,2015,Global Change Biology,10.1111/gcb.12825,Zurich,Switzerland,2011,insecta,hemiptera,heteroptera,structural-other,binary connectivity index,0.1,other,NA,abundance,18,sites - birch trees,data from figure 1h; binary isolation factor based on mean number of trees within 100m,NA,0.06666666666666667,full,Zurich,257,47.35646431,8.561740229,Europe,Temperate Broadleaf and Mixed Forests,453.4172519,3.611111,1.075449,0.518638623,256.8755637,113.9977036,13.33071631950071,47.35646431,1.0004844224892693,2396.198041245136,2.1811719401139427,5.552959584921617,4.744912159468221,5.552477157331828,0.6933893624761722,7.782055851482552,abundance,other
Turrini_2015_30,30,38,A landscape ecology approach identifies important drivers of urban biodiversity,Turrini,2015,Global Change Biology,10.1111/gcb.12825,Zurich,Switzerland,2011,insecta,coleoptera,NA,structural-other,binary connectivity index,0.1,other,NA,abundance,18,sites - birch trees,data from figure 1h; binary isolation factor based on mean number of trees within 100m,NA,0.06666666666666667,full,Zurich,257,47.35646431,8.561740229,Europe,Temperate Broadleaf and Mixed Forests,453.4172519,3.611111,1.075449,0.518638623,256.8755637,113.9977036,13.33071631950071,47.35646431,1.0004844224892693,2396.198041245136,2.1811719401139427,5.552959584921617,4.744912159468221,5.552477157331828,0.6933893624761722,7.782055851482552,abundance,other
